user_id,final_utility_score,recharge_consistency_score,digital_spend_index,stability_score,psychometric_score,has_defaulted
59,10.0,1.0,72.30199999999999,10,1.0,0
60,10.0,0.8333333333333334,63.078,10,0.8,0
61,10.0,0.9166666666666666,73.87,10,0.8,0
62,10.0,0.9166666666666666,63.214000000000006,10,0.6,0
63,10.0,0.9166666666666666,26.994,10,0.8,0
64,10.0,0.8333333333333334,39.354,10,1.0,0
65,10.0,0.8333333333333334,78.064,10,1.0,0
66,10.0,0.9166666666666666,28.79,10,1.0,0
67,10.0,0.9166666666666666,68.048,10,0.6,0
68,10.0,1.0,78.22200000000001,10,1.0,0
69,10.0,1.0,17.878,10,1.0,0
70,10.0,0.9166666666666666,52.222,10,0.8,0
71,10.0,0.9166666666666666,72.518,10,0.6,0
72,10.0,0.8333333333333334,17.768,10,0.8,0
73,10.0,0.9166666666666666,29.218,10,0.8,0
74,10.0,1.0,75.37,10,0.8,0
75,10.0,0.9166666666666666,74.44800000000001,10,1.0,0
76,5.5,0.9166666666666666,3.154,0,0.4,1
77,10.0,1.0,67.54400000000001,10,0.6,0
78,10.0,1.0,66.046,10,1.0,0
79,10.0,0.8333333333333334,40.784,10,0.6,0
80,10.0,0.8333333333333334,66.158,10,0.8,0
81,10.0,0.9166666666666666,24.504,10,0.6,0
82,10.0,0.9166666666666666,72.3,10,0.8,0
83,5.0,0.75,13.374,0,0.2,1
84,10.0,0.9166666666666666,30.996000000000002,10,0.8,0
85,10.0,0.9166666666666666,17.122,10,0.8,0
86,10.0,1.0,70.55,10,1.0,0
87,10.0,0.9166666666666666,25.708,10,1.0,0
88,6.0,0.6666666666666666,13.11,2,0.0,1
89,10.0,0.8333333333333334,51.906,10,0.8,0
90,10.0,1.0,78.74799999999999,10,1.0,0
91,7.0,0.8333333333333334,3.128,0,0.0,1
92,10.0,1.0,64.46,10,0.8,0
93,10.0,0.9166666666666666,24.742,10,1.0,0
94,10.0,1.0,37.303999999999995,10,0.6,0
95,10.0,0.9166666666666666,72.846,10,0.8,0
96,10.0,0.8333333333333334,19.502,10,0.6,0
97,8.5,0.75,10.027999999999999,5,0.4,1
98,4.5,0.5,7.797999999999999,8,0.0,1
99,10.0,1.0,79.428,10,0.6,0
100,5.0,0.5,9.918000000000001,2,0.4,1
101,10.0,1.0,45.144,10,1.0,0
102,10.0,0.9166666666666666,76.626,10,0.6,0
103,10.0,1.0,77.066,10,1.0,0
104,10.0,1.0,72.012,10,0.8,0
105,10.0,0.9166666666666666,72.444,10,0.6,0
106,10.0,1.0,42.68,10,0.8,0
107,4.0,0.5833333333333334,9.164,2,0.0,1
108,10.0,0.9166666666666666,74.82600000000001,10,1.0,0
109,6.0,0.9166666666666666,13.08,2,0.4,1
110,10.0,0.8333333333333334,22.884,10,0.8,0
111,10.0,1.0,54.912000000000006,10,0.8,0
112,10.0,1.0,16.869999999999997,10,0.8,0
113,10.0,1.0,26.273999999999997,10,0.8,0
114,10.0,1.0,40.066,10,0.6,0
115,10.0,1.0,39.076,10,1.0,0
116,10.0,0.8333333333333334,65.984,10,1.0,0
117,10.0,1.0,37.416,10,0.8,0
118,10.0,1.0,38.234,10,0.8,0
119,10.0,1.0,22.637999999999998,10,1.0,0
120,10.0,1.0,30.124000000000002,10,0.6,0
121,10.0,0.8333333333333334,60.104,10,0.8,0
122,10.0,0.8333333333333334,49.552,10,0.8,0
123,10.0,0.9166666666666666,58.876,10,0.8,0
124,8.0,0.6666666666666666,12.526000000000002,0,0.2,1
125,10.0,0.8333333333333334,55.592,10,0.8,0
126,10.0,0.8333333333333334,19.072,10,0.8,0
127,10.0,0.8333333333333334,50.928,10,0.6,0
128,10.0,1.0,33.032000000000004,10,0.6,0
129,10.0,0.8333333333333334,23.468,10,0.8,0
130,10.0,0.9166666666666666,69.324,10,0.8,0
131,10.0,1.0,30.494,10,0.6,0
132,10.0,0.8333333333333334,20.022000000000002,10,0.6,0
133,6.0,0.5,11.681999999999999,8,0.0,1
134,10.0,0.8333333333333334,57.994,10,0.8,0
135,10.0,1.0,22.264,10,0.6,0
136,5.5,0.9166666666666666,15.504000000000001,0,0.4,1
137,7.0,0.75,7.822,3,0.4,1
138,10.0,0.9166666666666666,18.842,10,0.6,0
139,10.0,0.8333333333333334,62.961999999999996,10,0.6,0
140,6.5,0.5,8.756,2,0.2,1
141,10.0,1.0,62.56,10,0.6,0
142,10.0,0.8333333333333334,64.21,10,0.8,0
143,3.0,0.8333333333333334,7.8740000000000006,3,0.0,1
144,10.0,0.8333333333333334,17.096,10,0.6,0
145,10.0,0.9166666666666666,22.131999999999998,10,1.0,0
146,10.0,1.0,23.754,10,0.8,0
147,10.0,0.9166666666666666,43.106,10,1.0,0
148,10.0,0.9166666666666666,39.542,10,0.6,0
149,10.0,0.8333333333333334,25.942,10,1.0,0
150,10.0,1.0,76.786,10,1.0,0
151,4.0,0.6666666666666666,6.32,5,0.2,1
152,10.0,0.8333333333333334,47.436,10,0.8,0
153,10.0,0.9166666666666666,77.422,10,0.6,0
154,10.0,0.9166666666666666,46.739999999999995,10,0.6,0
155,10.0,0.9166666666666666,50.552,10,0.8,0
156,10.0,0.9166666666666666,51.19200000000001,10,1.0,0
157,10.0,0.9166666666666666,29.903999999999996,10,1.0,0
158,10.0,0.8333333333333334,63.91,10,0.8,0
159,10.0,0.9166666666666666,78.36,10,1.0,0
160,10.0,1.0,40.016,10,0.8,0
161,10.0,1.0,33.932,10,1.0,0
162,3.5,0.5833333333333334,12.902,5,0.0,1
163,10.0,0.9166666666666666,24.46,10,0.6,0
164,10.0,1.0,36.352000000000004,10,1.0,0
165,10.0,1.0,48.192,10,0.6,0
166,10.0,0.9166666666666666,21.316,10,0.8,0
167,6.5,0.5833333333333334,9.732000000000001,3,0.0,1
168,10.0,0.9166666666666666,44.028,10,1.0,0
169,7.5,0.5833333333333334,10.564,3,0.0,1
170,3.0,0.8333333333333334,10.062,3,0.0,1
171,10.0,0.9166666666666666,31.772,10,1.0,0
172,10.0,0.9166666666666666,38.006,10,0.8,0
173,10.0,0.8333333333333334,45.094,10,0.6,0
174,10.0,1.0,73.85199999999999,10,0.6,0
175,10.0,0.8333333333333334,55.74400000000001,10,0.6,0
176,10.0,0.9166666666666666,33.404,10,0.6,0
177,10.0,0.8333333333333334,50.356,10,0.8,0
178,10.0,0.8333333333333334,63.444,10,1.0,0
179,10.0,1.0,64.768,10,1.0,0
180,6.0,0.5833333333333334,15.06,2,0.2,1
181,10.0,0.9166666666666666,56.528,10,0.8,0
182,10.0,0.8333333333333334,42.943999999999996,10,0.8,0
183,10.0,0.8333333333333334,51.038,10,0.8,0
184,10.0,0.9166666666666666,26.107999999999997,10,0.8,0
185,10.0,0.8333333333333334,73.946,10,0.6,0
186,10.0,0.8333333333333334,30.728,10,1.0,0
187,6.0,0.5833333333333334,5.408,2,0.2,1
188,10.0,1.0,56.65599999999999,10,0.6,0
189,10.0,0.8333333333333334,38.362,10,1.0,0
190,10.0,1.0,49.576,10,0.8,0
191,7.0,0.75,15.712000000000002,2,0.4,1
192,10.0,0.8333333333333334,36.896,10,1.0,0
193,10.0,0.8333333333333334,45.872,10,0.6,0
194,5.5,0.6666666666666666,11.866,7,0.4,1
195,5.5,0.6666666666666666,9.09,3,0.2,1
196,10.0,0.8333333333333334,24.062,10,1.0,0
197,5.0,0.5833333333333334,12.04,3,0.4,1
198,10.0,0.9166666666666666,34.948,10,0.6,0
199,10.0,0.9166666666666666,39.338,10,0.6,0
200,5.5,0.9166666666666666,5.46,0,0.2,1
201,10.0,1.0,30.570000000000004,10,1.0,0
202,10.0,0.9166666666666666,63.092000000000006,10,0.6,0
203,10.0,1.0,16.704,10,0.6,0
204,10.0,0.8333333333333334,73.058,10,0.8,0
205,10.0,1.0,42.298,10,0.8,0
206,10.0,1.0,73.99,10,0.8,0
207,10.0,0.9166666666666666,35.644,10,1.0,0
208,10.0,1.0,39.43,10,1.0,0
209,10.0,0.8333333333333334,45.532000000000004,10,1.0,0
210,10.0,0.9166666666666666,48.437999999999995,10,0.8,0
211,10.0,0.8333333333333334,40.526,10,1.0,0
212,6.5,0.75,15.64,10,0.0,1
213,10.0,1.0,33.802,10,0.6,0
214,10.0,0.9166666666666666,65.27199999999999,10,0.6,0
215,10.0,1.0,45.512,10,1.0,0
216,10.0,0.8333333333333334,37.397999999999996,10,0.8,0
217,10.0,0.8333333333333334,56.388000000000005,10,1.0,0
218,10.0,0.9166666666666666,70.102,10,0.8,0
219,10.0,1.0,51.59,10,1.0,0
220,10.0,0.8333333333333334,43.425999999999995,10,1.0,0
221,10.0,1.0,65.754,10,0.8,0
222,10.0,0.8333333333333334,41.622,10,1.0,0
223,10.0,1.0,74.636,10,0.6,0
224,10.0,0.9166666666666666,73.00999999999999,10,1.0,0
225,10.0,0.9166666666666666,71.524,10,1.0,0
226,5.5,0.5,10.798,2,0.0,1
227,10.0,0.9166666666666666,22.052,10,0.8,0
228,6.0,0.5833333333333334,5.238,0,0.0,1
229,10.0,1.0,47.168,10,0.6,0
230,10.0,0.8333333333333334,16.616,10,0.8,0
231,10.0,1.0,37.502,10,1.0,0
232,10.0,0.8333333333333334,76.046,10,0.8,0
233,10.0,0.9166666666666666,42.258,10,1.0,0
234,10.0,0.8333333333333334,26.648,10,1.0,0
235,10.0,1.0,25.778000000000002,10,1.0,0
236,10.0,1.0,18.035999999999998,10,0.6,0
237,10.0,0.8333333333333334,40.912,10,1.0,0
238,10.0,0.9166666666666666,29.774,10,1.0,0
239,10.0,0.9166666666666666,35.972,10,0.8,0
240,10.0,0.8333333333333334,36.886,10,0.8,0
241,10.0,0.8333333333333334,79.066,10,0.6,0
242,10.0,1.0,63.41,10,0.6,0
243,10.0,0.8333333333333334,27.150000000000002,10,0.6,0
244,10.0,1.0,30.528,10,0.8,0
245,10.0,1.0,48.86,10,0.6,0
246,10.0,0.8333333333333334,79.88,10,0.8,0
247,10.0,0.8333333333333334,41.478,10,0.6,0
248,10.0,0.8333333333333334,47.693999999999996,10,0.8,0
249,10.0,1.0,52.35999999999999,10,0.8,0
250,10.0,0.8333333333333334,63.174,10,0.6,0
251,10.0,0.9166666666666666,23.156,10,1.0,0
252,10.0,0.8333333333333334,60.316,10,1.0,0
253,10.0,1.0,40.292,10,1.0,0
254,10.0,0.8333333333333334,24.006,10,0.6,0
255,10.0,0.9166666666666666,59.148,10,1.0,0
256,7.5,0.8333333333333334,2.474,7,0.4,1
257,10.0,0.9166666666666666,17.302,10,0.8,0
258,10.0,1.0,24.666,10,0.8,0
259,10.0,1.0,25.924000000000003,10,1.0,0
260,10.0,1.0,34.698,10,0.8,0
261,10.0,0.9166666666666666,59.616,10,0.8,0
262,10.0,1.0,17.64,10,1.0,0
263,10.0,1.0,79.62,10,0.8,0
264,10.0,0.8333333333333334,53.059999999999995,10,0.6,0
265,10.0,0.8333333333333334,77.768,10,0.6,0
266,10.0,0.9166666666666666,29.915999999999997,10,0.8,0
267,10.0,0.9166666666666666,44.984,10,0.6,0
268,10.0,0.8333333333333334,43.266,10,0.8,0
269,6.0,0.6666666666666666,12.328,10,0.2,1
270,10.0,1.0,64.78399999999999,10,0.6,0
271,10.0,0.9166666666666666,69.12,10,1.0,0
272,10.0,1.0,34.442,10,0.6,0
273,10.0,0.9166666666666666,23.904,10,1.0,0
274,10.0,0.9166666666666666,71.348,10,1.0,0
275,10.0,0.9166666666666666,54.108000000000004,10,1.0,0
276,10.0,0.8333333333333334,31.180000000000003,10,0.8,0
277,10.0,0.8333333333333334,29.498,10,0.8,0
278,10.0,0.8333333333333334,28.73,10,1.0,0
279,10.0,0.8333333333333334,35.82,10,0.8,0
280,10.0,0.8333333333333334,34.364,10,0.6,0
281,10.0,1.0,25.430000000000003,10,0.8,0
282,10.0,1.0,35.366,10,0.8,0
283,5.5,0.4166666666666667,12.808,5,0.4,1
284,10.0,0.8333333333333334,67.194,10,0.8,0
285,10.0,1.0,28.233999999999998,10,0.6,0
286,10.0,0.9166666666666666,34.466,10,1.0,0
287,10.0,1.0,69.742,10,0.6,0
288,10.0,0.8333333333333334,67.166,10,0.8,0
289,10.0,0.8333333333333334,44.525999999999996,10,0.6,0
290,10.0,1.0,21.342,10,0.8,0
291,10.0,1.0,75.66199999999999,10,0.6,0
292,10.0,1.0,42.675999999999995,10,0.8,0
293,10.0,0.9166666666666666,22.56,10,0.8,0
294,10.0,1.0,36.984,10,1.0,0
295,10.0,0.9166666666666666,60.86,10,0.8,0
296,10.0,0.8333333333333334,63.964,10,0.8,0
297,10.0,0.8333333333333334,23.419999999999998,10,1.0,0
298,10.0,0.9166666666666666,30.462,10,0.8,0
299,10.0,0.9166666666666666,30.990000000000002,10,0.6,0
300,10.0,0.8333333333333334,58.892,10,1.0,0
301,10.0,0.8333333333333334,19.6,10,0.6,0
302,10.0,0.8333333333333334,76.44800000000001,10,0.6,0
303,10.0,0.9166666666666666,73.634,10,1.0,0
304,10.0,1.0,48.752,10,1.0,0
305,10.0,0.8333333333333334,68.692,10,0.6,0
306,10.0,0.9166666666666666,18.426000000000002,10,0.6,0
307,10.0,0.9166666666666666,73.004,10,0.8,0
308,10.0,0.8333333333333334,32.342,10,0.6,0
309,10.0,0.9166666666666666,20.392,10,1.0,0
310,10.0,0.8333333333333334,25.094,10,0.6,0
311,10.0,0.8333333333333334,61.053999999999995,10,1.0,0
312,10.0,0.9166666666666666,19.108,10,0.6,0
313,10.0,0.8333333333333334,62.285999999999994,10,0.8,0
314,10.0,0.8333333333333334,40.332,10,0.6,0
315,10.0,0.8333333333333334,51.397999999999996,10,1.0,0
316,10.0,0.9166666666666666,17.584,10,1.0,0
317,10.0,0.8333333333333334,25.636,10,0.6,0
318,10.0,0.8333333333333334,52.52,10,0.8,0
319,10.0,0.8333333333333334,18.035999999999998,10,1.0,0
320,10.0,0.9166666666666666,21.536,10,0.6,0
321,10.0,0.9166666666666666,52.946000000000005,10,1.0,0
322,10.0,0.9166666666666666,43.208,10,0.8,0
323,10.0,1.0,38.668,10,0.8,0
324,10.0,1.0,26.967999999999996,10,1.0,0
325,10.0,0.9166666666666666,68.23,10,1.0,0
326,10.0,0.9166666666666666,27.098,10,0.6,0
327,10.0,0.8333333333333334,52.318,10,0.6,0
328,10.0,1.0,16.48,10,0.8,0
329,10.0,0.8333333333333334,72.134,10,0.6,0
330,10.0,1.0,63.12,10,1.0,0
331,10.0,1.0,37.188,10,0.8,0
332,10.0,0.8333333333333334,77.708,10,0.8,0
333,10.0,0.8333333333333334,21.336,10,0.8,0
334,10.0,0.8333333333333334,71.084,10,1.0,0
335,5.5,0.4166666666666667,5.152,0,0.2,1
336,6.0,0.5,14.014,3,0.2,1
337,10.0,0.8333333333333334,17.62,10,0.8,0
338,5.5,0.75,8.55,5,0.4,1
339,10.0,0.8333333333333334,17.644000000000002,10,1.0,0
340,10.0,1.0,73.09,10,1.0,0
341,10.0,1.0,37.47,10,0.6,0
342,10.0,0.8333333333333334,29.042,10,0.8,0
343,10.0,1.0,31.744,10,0.6,0
344,10.0,0.8333333333333334,24.492,10,0.6,0
345,10.0,1.0,30.471999999999998,10,1.0,0
346,10.0,0.9166666666666666,32.164,10,1.0,0
347,10.0,0.8333333333333334,30.662,10,1.0,0
348,10.0,0.8333333333333334,63.75999999999999,10,1.0,0
349,5.0,0.6666666666666666,13.036,2,0.4,1
350,10.0,1.0,46.455999999999996,10,0.8,0
351,10.0,0.8333333333333334,32.864,10,0.6,0
352,10.0,0.8333333333333334,17.098,10,1.0,0
353,10.0,0.8333333333333334,25.226,10,1.0,0
354,3.0,0.5,4.046,0,0.2,1
355,10.0,0.9166666666666666,56.34400000000001,10,1.0,0
356,10.0,1.0,32.18,10,0.8,0
357,10.0,0.8333333333333334,38.568000000000005,10,1.0,0
358,10.0,0.8333333333333334,33.212,10,0.6,0
359,10.0,0.9166666666666666,70.906,10,1.0,0
360,10.0,1.0,32.042,10,0.8,0
361,5.0,0.4166666666666667,12.308,0,0.0,1
362,10.0,0.9166666666666666,33.146,10,0.8,0
363,10.0,1.0,31.508000000000003,10,0.6,0
364,10.0,0.9166666666666666,60.204,10,0.6,0
365,6.5,0.4166666666666667,4.408,2,0.2,1
366,10.0,1.0,42.476,10,0.6,0
367,10.0,1.0,32.216,10,1.0,0
368,10.0,1.0,63.404,10,0.6,0
369,10.0,0.9166666666666666,28.126,10,1.0,0
370,10.0,0.8333333333333334,43.56,10,1.0,0
371,10.0,1.0,56.07,10,0.6,0
372,10.0,1.0,73.688,10,0.8,0
373,10.0,0.8333333333333334,37.492,10,0.8,0
374,10.0,1.0,17.018,10,0.8,0
375,10.0,0.9166666666666666,74.67,10,0.6,0
376,10.0,0.8333333333333334,69.44399999999999,10,1.0,0
377,10.0,0.8333333333333334,44.432,10,1.0,0
378,6.0,0.6666666666666666,7.272,2,0.0,1
379,10.0,1.0,40.717999999999996,10,0.6,0
380,10.0,1.0,66.226,10,0.8,0
381,4.5,0.6666666666666666,6.544,10,0.2,1
382,10.0,1.0,75.66199999999999,10,0.8,0
383,10.0,0.8333333333333334,74.656,10,0.8,0
384,10.0,0.9166666666666666,55.676,10,0.8,0
385,10.0,0.9166666666666666,16.678,10,1.0,0
386,10.0,1.0,30.646,10,0.8,0
387,10.0,0.9166666666666666,46.082,10,0.8,0
388,7.0,0.5833333333333334,15.308,5,0.4,1
389,10.0,0.8333333333333334,19.43,10,0.6,0
390,10.0,0.8333333333333334,56.896,10,0.8,0
391,10.0,0.9166666666666666,22.178,10,1.0,0
392,10.0,0.8333333333333334,60.45399999999999,10,0.8,0
393,10.0,0.8333333333333334,64.352,10,0.8,0
394,10.0,1.0,57.14399999999999,10,0.6,0
395,10.0,0.8333333333333334,28.482000000000003,10,0.6,0
396,4.0,0.8333333333333334,2.622,7,0.2,1
397,10.0,0.8333333333333334,57.788,10,1.0,0
398,10.0,0.9166666666666666,41.902,10,0.8,0
399,10.0,0.8333333333333334,61.187999999999995,10,1.0,0
400,10.0,1.0,57.396,10,0.8,0
401,10.0,1.0,59.324,10,1.0,0
402,10.0,0.8333333333333334,40.074,10,0.8,0
403,10.0,0.9166666666666666,20.74,10,0.6,0
404,10.0,0.8333333333333334,61.648,10,0.8,0
405,10.0,0.8333333333333334,76.802,10,0.6,0
406,10.0,0.8333333333333334,48.872,10,1.0,0
407,10.0,0.8333333333333334,45.362,10,0.6,0
408,10.0,0.9166666666666666,79.244,10,0.6,0
409,10.0,1.0,69.57799999999999,10,0.8,0
410,10.0,1.0,77.34,10,0.8,0
411,10.0,0.9166666666666666,64.92,10,0.8,0
412,10.0,1.0,31.744,10,1.0,0
413,10.0,1.0,70.46,10,1.0,0
414,10.0,0.9166666666666666,69.94399999999999,10,1.0,0
415,10.0,1.0,23.396,10,0.6,0
416,4.5,0.5,9.104,0,0.2,1
417,10.0,0.9166666666666666,18.926000000000002,10,1.0,0
418,10.0,1.0,62.432,10,0.8,0
419,5.5,0.4166666666666667,5.76,5,0.0,1
420,10.0,0.8333333333333334,70.27799999999999,10,0.6,0
421,10.0,0.9166666666666666,55.7,10,0.8,0
422,10.0,0.9166666666666666,72.914,10,0.6,0
423,10.0,0.9166666666666666,76.964,10,1.0,0
424,10.0,1.0,29.26,10,0.6,0
425,10.0,0.8333333333333334,69.796,10,1.0,0
426,6.0,0.5,12.356,5,0.0,1
427,10.0,0.9166666666666666,28.718,10,1.0,0
428,6.5,0.4166666666666667,14.748,0,0.0,1
429,10.0,1.0,29.965999999999998,10,1.0,0
430,10.0,0.8333333333333334,33.1,10,0.6,0
431,6.0,0.8333333333333334,13.669999999999998,2,0.4,1
432,10.0,0.8333333333333334,48.382,10,1.0,0
433,10.0,1.0,36.402,10,1.0,0
434,10.0,0.9166666666666666,69.07799999999999,10,1.0,0
435,7.0,0.5,2.868,5,0.2,1
436,5.0,0.5,15.132000000000001,5,0.4,1
437,10.0,0.9166666666666666,39.782000000000004,10,0.8,0
438,10.0,0.9166666666666666,56.85,10,0.6,0
439,10.0,0.9166666666666666,49.952000000000005,10,1.0,0
440,10.0,0.9166666666666666,49.292,10,0.8,0
441,10.0,0.9166666666666666,71.566,10,0.8,0
442,10.0,1.0,78.69800000000001,10,0.6,0
443,6.5,0.4166666666666667,15.214,3,0.2,1
444,4.0,0.75,3.5020000000000002,2,0.4,1
445,10.0,0.8333333333333334,76.004,10,0.8,0
446,10.0,1.0,20.696,10,0.8,0
447,10.0,0.8333333333333334,77.446,10,0.8,0
448,10.0,0.8333333333333334,44.93,10,0.6,0
449,10.0,0.8333333333333334,71.55799999999999,10,1.0,0
450,10.0,0.8333333333333334,30.354,10,1.0,0
451,10.0,0.8333333333333334,54.178000000000004,10,1.0,0
452,10.0,0.9166666666666666,22.874,10,0.8,0
453,7.5,0.75,14.194,10,0.4,1
454,10.0,1.0,71.08,10,0.8,0
455,7.5,0.9166666666666666,8.794,2,0.4,1
456,10.0,1.0,44.812000000000005,10,0.6,0
457,10.0,0.9166666666666666,20.924,10,1.0,0
458,5.0,0.4166666666666667,7.434,5,0.0,1
459,7.5,0.6666666666666666,13.688,3,0.2,1
460,10.0,1.0,30.991999999999997,10,0.8,0
461,10.0,1.0,56.111999999999995,10,0.8,0
462,10.0,0.8333333333333334,73.046,10,0.8,0
463,10.0,1.0,60.431999999999995,10,0.8,0
464,4.0,0.8333333333333334,4.08,5,0.2,1
465,10.0,0.9166666666666666,73.666,10,0.8,0
466,4.0,0.9166666666666666,14.225999999999999,5,0.4,1
467,10.0,0.9166666666666666,71.88,10,0.6,0
468,10.0,0.8333333333333334,58.216,10,0.8,0
469,10.0,0.9166666666666666,61.653999999999996,10,0.6,0
470,10.0,0.9166666666666666,54.49,10,0.8,0
471,10.0,0.8333333333333334,75.94999999999999,10,1.0,0
472,10.0,1.0,40.426,10,0.6,0
473,4.5,0.6666666666666666,12.528,10,0.0,1
474,10.0,0.8333333333333334,39.506,10,0.6,0
475,10.0,1.0,25.259999999999998,10,0.6,0
476,10.0,1.0,63.454,10,1.0,0
477,10.0,1.0,39.726,10,0.8,0
478,10.0,0.9166666666666666,22.522000000000002,10,0.6,0
479,10.0,0.8333333333333334,60.828,10,0.8,0
480,10.0,0.8333333333333334,37.558,10,1.0,0
481,10.0,0.9166666666666666,72.77,10,0.6,0
482,10.0,0.8333333333333334,47.214,10,1.0,0
483,10.0,1.0,59.321999999999996,10,0.8,0
484,10.0,1.0,45.626,10,1.0,0
485,10.0,0.8333333333333334,16.16,10,0.8,0
486,4.0,0.6666666666666666,6.02,2,0.0,1
487,10.0,1.0,58.886,10,0.6,0
488,10.0,0.8333333333333334,59.46,10,0.8,0
489,10.0,1.0,55.626,10,1.0,0
490,10.0,0.9166666666666666,56.089999999999996,10,0.6,0
491,10.0,1.0,41.204,10,0.8,0
492,10.0,0.8333333333333334,67.502,10,1.0,0
493,10.0,1.0,64.302,10,1.0,0
494,10.0,1.0,30.662,10,0.6,0
495,10.0,0.8333333333333334,54.513999999999996,10,1.0,0
496,5.5,0.75,2.11,0,0.4,1
497,10.0,0.8333333333333334,17.19,10,1.0,0
498,10.0,1.0,74.404,10,1.0,0
499,10.0,0.8333333333333334,26.407999999999998,10,0.8,0
500,10.0,1.0,61.41,10,1.0,0
501,10.0,0.8333333333333334,57.696000000000005,10,0.8,0
502,10.0,1.0,67.674,10,0.6,0
503,9.0,0.9166666666666666,4.14,2,0.4,1
504,10.0,0.9166666666666666,62.83,10,0.8,0
505,10.0,1.0,69.83,10,0.8,0
506,10.0,0.9166666666666666,41.56,10,1.0,0
507,10.0,0.8333333333333334,36.706,10,1.0,0
508,10.0,0.9166666666666666,19.038,10,0.8,0
509,10.0,0.9166666666666666,57.274,10,0.6,0
510,10.0,0.8333333333333334,63.982000000000006,10,1.0,0
511,10.0,0.9166666666666666,71.098,10,1.0,0
512,10.0,1.0,76.402,10,1.0,0
513,10.0,0.9166666666666666,56.206,10,0.8,0
514,10.0,0.9166666666666666,50.029999999999994,10,0.8,0
515,4.5,0.75,7.806,0,0.0,1
516,10.0,0.8333333333333334,68.95400000000001,10,1.0,0
517,10.0,1.0,30.758000000000003,10,0.6,0
518,10.0,0.8333333333333334,40.982,10,1.0,0
519,10.0,0.8333333333333334,40.914,10,0.8,0
520,6.5,0.5,2.186,0,0.0,1
521,5.5,0.75,10.596,2,0.0,1
522,10.0,0.9166666666666666,64.038,10,1.0,0
523,10.0,0.9166666666666666,40.376,10,0.6,0
524,10.0,0.9166666666666666,64.898,10,1.0,0
525,10.0,0.8333333333333334,30.224,10,0.8,0
526,10.0,0.9166666666666666,77.14999999999999,10,0.8,0
527,10.0,1.0,32.164,10,1.0,0
